id,source_id,locale,localization_level,benchmark,model,success,first_attempt_success,success_with_extra_calls,num_attempts,num_api_calls,num_clarifications,num_failed_calls,final_error_type,total_input_tokens,total_output_tokens,estimated_cost_usd,total_latency_s,error
multiple_39_he,multiple_39,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1692,282,0.01551,5.372649192810059,
multiple_44_he,multiple_44,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,889,86,0.006595,1.6529748439788818,
multiple_45_he,multiple_45,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,644,86,0.00537,2.324554443359375,
multiple_46_he,multiple_46,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7461,662,0.053855,14.804115772247314,
multiple_48_he,multiple_48,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1791,280,0.015955,3.9055042266845703,
multiple_50_he,multiple_50,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,4,4,0,3,,4424,489,0.034345,10.184009075164795,
multiple_52_he,multiple_52,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,717,102,0.006135,2.6096243858337402,
multiple_53_he,multiple_53,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9993,1360,0.08396500000000001,23.28499698638916,
multiple_54_he,multiple_54,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7630,1090,0.0654,20.10385298728943,
multiple_55_he,multiple_55,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2532,358,0.021609999999999997,7.501331806182861,
multiple_56_he,multiple_56,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3235,321,0.0242,7.1255409717559814,
multiple_58_he,multiple_58,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2602,335,0.021385,7.359492778778076,
multiple_59_he,multiple_59,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9650,1042,0.0743,21.8473379611969,
multiple_60_he,multiple_60,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2883,289,0.02164,6.801668643951416,
multiple_61_he,multiple_61,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10517,1155,0.08146,23.200046062469482,
multiple_62_he,multiple_62,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2876,425,0.025005,8.679092168807983,
multiple_63_he,multiple_63,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1688,206,0.01359,4.419769763946533,
multiple_64_he,multiple_64,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1792,286,0.01611,5.6729419231414795,
multiple_65_he,multiple_65,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,5,6,1,4,,7700,893,0.060825000000000004,17.22840666770935,
multiple_66_he,multiple_66,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1908,298,0.016989999999999998,5.5403454303741455,
multiple_67_he,multiple_67,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10171,1346,0.084505,24.352488040924072,
multiple_68_he,multiple_68,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,5,6,1,4,,7581,825,0.05853,17.122929334640503,
multiple_70_he,multiple_70,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1991,220,0.015455,4.735055446624756,
multiple_71_he,multiple_71,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1690,195,0.013325,4.319743871688843,
multiple_72_he,multiple_72,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1626,207,0.013305,4.576032400131226,
multiple_73_he,multiple_73,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1341,185,0.01133,4.537031650543213,
multiple_74_he,multiple_74,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2994,472,0.026770000000000002,8.292616605758667,
multiple_75_he,multiple_75,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7235,605,0.0513,14.97925615310669,
multiple_76_he,multiple_76,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10422,1272,0.08391,23.85416030883789,
multiple_77_he,multiple_77,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8028,827,0.06081500000000001,18.633497953414917,
multiple_78_he,multiple_78,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,4,4,0,3,,4679,720,0.041395,12.613439321517944,
multiple_79_he,multiple_79,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,5,6,1,4,,6673,740,0.051864999999999994,17.24410629272461,
multiple_80_he,multiple_80,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8853,906,0.066915,18.341362237930298,
multiple_81_he,multiple_81,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3080,494,0.027749999999999997,8.843513250350952,
multiple_83_he,multiple_83,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1839,252,0.015495,5.303657531738281,
multiple_84_he,multiple_84,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1754,249,0.014995,5.45421838760376,
multiple_85_he,multiple_85,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,802,111,0.006784999999999999,2.66575026512146,
multiple_86_he,multiple_86,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8375,983,0.06645000000000001,21.388118982315063,
multiple_87_he,multiple_87,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,897,86,0.006635,2.688544750213623,
multiple_88_he,multiple_88,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,802,89,0.006234999999999999,2.1855056285858154,
multiple_89_he,multiple_89,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3788,377,0.028365,8.877404689788818,
multiple_90_he,multiple_90,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7846,906,0.061880000000000004,19.52438735961914,
multiple_91_he,multiple_91,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7309,870,0.058295,17.367570400238037,
multiple_92_he,multiple_92,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,4,4,0,3,,4744,558,0.037669999999999995,10.718884706497192,
multiple_93_he,multiple_93,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8800,1287,0.07617499999999999,23.45421552658081,
multiple_94_he,multiple_94,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2095,353,0.019299999999999998,6.976982355117798,
multiple_95_he,multiple_95,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,780,130,0.00715,2.88496732711792,
multiple_97_he,multiple_97,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,830,53,0.005475,2.5061144828796387,
multiple_98_he,multiple_98,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1076,52,0.006679999999999999,2.0143511295318604,
multiple_104_he,multiple_104,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,4,5,1,3,,7113,748,0.054264999999999994,16.453497409820557,
multiple_108_he,multiple_108,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1857,243,0.015359999999999999,6.07845401763916,
multiple_109_he,multiple_109,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,978,67,0.006565,2.3795390129089355,
multiple_110_he,multiple_110,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,813,66,0.0057150000000000005,2.460969924926758,
multiple_112_he,multiple_112,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7697,1180,0.067985,22.295355081558228,
multiple_114_he,multiple_114,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8733,893,0.06599,17.445143222808838,
multiple_115_he,multiple_115,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,13582,1315,0.100785,24.49425220489502,
multiple_118_he,multiple_118,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,12331,1244,0.092755,24.186137676239014,
multiple_119_he,multiple_119,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,11569,1166,0.08699499999999999,20.26441264152527,
multiple_121_he,multiple_121,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,890,74,0.0063,1.9512946605682373,
multiple_131_he,multiple_131,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1022,90,0.00736,1.7944416999816895,
multiple_134_he,multiple_134,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,4212,422,0.03161,8.561712980270386,
multiple_135_he,multiple_135,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1696,309,0.016204999999999997,5.891897201538086,
multiple_136_he,multiple_136,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8093,1149,0.06919,20.73977756500244,
multiple_137_he,multiple_137,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,12142,1299,0.093185,22.591398000717163,
multiple_138_he,multiple_138,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,975,142,0.008425,2.8412880897521973,
multiple_139_he,multiple_139,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,10569,1025,0.07847000000000001,20.418855667114258,
multiple_140_he,multiple_140,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3268,415,0.026715000000000003,8.543165445327759,
multiple_142_he,multiple_142,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2731,358,0.022605,7.920894145965576,
multiple_144_he,multiple_144,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,6339,667,0.048369999999999996,14.630985021591187,
multiple_145_he,multiple_145,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1097,109,0.00821,2.5976645946502686,
multiple_146_he,multiple_146,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10552,1259,0.084235,22.689956665039062,
multiple_147_he,multiple_147,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8478,897,0.064815,18.446369886398315,
multiple_148_he,multiple_148,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2644,362,0.02227,7.997063636779785,
multiple_149_he,multiple_149,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9751,980,0.07325499999999999,18.505517959594727,
multiple_151_he,multiple_151,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9414,1113,0.074895,21.01340079307556,
multiple_152_he,multiple_152,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3123,565,0.02974,10.049285411834717,
multiple_153_he,multiple_153,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,4,4,0,3,,4652,378,0.03271,9.340101480484009,
multiple_155_he,multiple_155,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8807,1111,0.07181000000000001,22.270308256149292,
multiple_156_he,multiple_156,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,980,93,0.007225,3.2297096252441406,
multiple_157_he,multiple_157,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7473,946,0.061015,18.491539239883423,
multiple_158_he,multiple_158,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2492,270,0.019209999999999998,5.389627456665039,
multiple_160_he,multiple_160,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9535,862,0.06922500000000001,18.550858974456787,
multiple_161_he,multiple_161,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9729,1174,0.077995,20.850006580352783,
multiple_163_he,multiple_163,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9183,813,0.06624,14.12223505973816,
multiple_164_he,multiple_164,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2711,394,0.023405,6.226166725158691,
multiple_165_he,multiple_165,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,11866,1568,0.09853,26.69754648208618,
multiple_166_he,multiple_166,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9388,1136,0.07534,20.462072372436523,
multiple_168_he,multiple_168,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,5,2,2,,8288,1678,0.08339,27.01039719581604,
multiple_170_he,multiple_170,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2331,231,0.01743,4.61943793296814,
multiple_171_he,multiple_171,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,733,130,0.006915,2.2595858573913574,
multiple_172_he,multiple_172,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9983,817,0.07034,17.712099313735962,
multiple_174_he,multiple_174,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,2862,300,0.02181,6.744018077850342,
multiple_175_he,multiple_175,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2601,202,0.018054999999999998,3.1435365676879883,
multiple_176_he,multiple_176,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,12008,1081,0.08706499999999999,19.30645251274109,
multiple_177_he,multiple_177,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3290,415,0.026825,7.9866790771484375,
multiple_178_he,multiple_178,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1324,81,0.008645,2.262108564376831,
multiple_180_he,multiple_180,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1137,107,0.00836,2.447523355484009,
multiple_181_he,multiple_181,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2514,236,0.01847,5.161242485046387,
multiple_182_he,multiple_182,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1280,114,0.009250000000000001,2.6043903827667236,
multiple_183_he,multiple_183,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,915,133,0.0079,2.818500518798828,
multiple_184_he,multiple_184,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9318,1260,0.07808999999999999,22.73222327232361,
multiple_185_he,multiple_185,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3054,465,0.026895,8.477946281433105,
multiple_186_he,multiple_186,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,796,109,0.006705,2.475295066833496,
multiple_187_he,multiple_187,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,5,6,1,4,,9900,990,0.07425000000000001,19.265604257583618,
multiple_188_he,multiple_188,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,10853,1277,0.08618999999999999,21.446065425872803,
multiple_189_he,multiple_189,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,5,6,1,4,,7364,935,0.060195,16.879019021987915,
multiple_190_he,multiple_190,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,3,3,0,2,,3570,554,0.0317,8.424010515213013,
multiple_191_he,multiple_191,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,12458,1644,0.10339000000000001,23.010382413864136,
multiple_193_he,multiple_193,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,2322,225,0.017235,3.323633909225464,
multiple_194_he,multiple_194,he,full,he_translatable_full_lang_desc,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,11465,866,0.078975,18.03522515296936,
multiple_196_he,multiple_196,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1180,150,0.00965,2.407529354095459,
multiple_197_he,multiple_197,he,full,he_translatable_full_lang_desc,claude-opus-5,True,True,False,1,1,0,0,,1202,58,0.00746,1.8179395198822021,
multiple_199_he,multiple_199,he,full,he_translatable_full_lang_desc,claude-opus-5,True,False,False,2,2,0,1,,1945,311,0.0175,5.3822596073150635,
