id,source_id,locale,localization_level,benchmark,model,success,first_attempt_success,success_with_extra_calls,num_attempts,num_api_calls,num_clarifications,num_failed_calls,final_error_type,total_input_tokens,total_output_tokens,estimated_cost_usd,total_latency_s,error
multiple_64_he,multiple_64,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,1795,253,0.015300000000000001,3.874096393585205,
multiple_65_he,multiple_65,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7446,939,0.060704999999999995,13.352892875671387,
multiple_66_he,multiple_66,he,full,he_translatable_full,claude-opus-5,True,False,False,5,6,1,4,,8032,959,0.064135,14.950246572494507,
multiple_67_he,multiple_67,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10094,1319,0.083445,23.967220783233643,
multiple_68_he,multiple_68,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7335,826,0.057325,12.974638938903809,
multiple_70_he,multiple_70,he,full,he_translatable_full,claude-opus-5,True,False,False,3,3,0,2,,3094,289,0.022695,7.292785882949829,
multiple_71_he,multiple_71,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,6938,760,0.05369,17.272003412246704,
multiple_72_he,multiple_72,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,1604,223,0.013595,3.8148841857910156,
multiple_73_he,multiple_73,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,1291,148,0.010155,2.9640281200408936,
multiple_74_he,multiple_74,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8119,1183,0.07017,21.610413551330566,
multiple_75_he,multiple_75,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7216,632,0.051879999999999996,11.222680807113647,
multiple_76_he,multiple_76,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10272,1162,0.08041000000000001,21.226645708084106,
multiple_77_he,multiple_77,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7666,803,0.058405,16.35685634613037,
multiple_78_he,multiple_78,he,full,he_translatable_full,claude-opus-5,True,False,False,4,4,0,3,,4519,714,0.040444999999999995,8.954133987426758,
multiple_79_he,multiple_79,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,691,96,0.005855,1.5901343822479248,
multiple_80_he,multiple_80,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,11444,1292,0.08951999999999999,18.512866973876953,
multiple_81_he,multiple_81,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8026,970,0.06437999999999999,14.133685827255249,
multiple_83_he,multiple_83,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9195,791,0.06575,13.040178537368774,
multiple_84_he,multiple_84,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9041,927,0.06838,14.268451690673828,
multiple_85_he,multiple_85,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,1692,244,0.014559999999999998,4.136349201202393,
multiple_86_he,multiple_86,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8085,942,0.063975,13.701011180877686,
multiple_87_he,multiple_87,he,full,he_translatable_full,claude-opus-5,True,False,False,3,3,0,2,,2919,342,0.023145,7.35013222694397,
multiple_88_he,multiple_88,he,full,he_translatable_full,claude-opus-5,True,False,False,3,3,0,2,,2714,349,0.022295,5.011406183242798,
multiple_89_he,multiple_89,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,2299,260,0.017994999999999997,3.7853286266326904,
multiple_90_he,multiple_90,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7506,791,0.057305,11.825360536575317,
multiple_91_he,multiple_91,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8648,1262,0.07479,18.85239338874817,
multiple_92_he,multiple_92,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8229,894,0.063495,18.091848850250244,
multiple_93_he,multiple_93,he,full,he_translatable_full,claude-opus-5,False,False,False,5,5,0,5,no_matching_call,6689,1028,0.059144999999999996,14.404849290847778,
multiple_94_he,multiple_94,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8900,1035,0.070375,13.844919681549072,
multiple_95_he,multiple_95,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,758,130,0.007039999999999999,1.628889799118042,
multiple_97_he,multiple_97,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,819,53,0.0054199999999999995,1.4425537586212158,
multiple_98_he,multiple_98,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,1065,52,0.006625,2.01888370513916,
multiple_104_he,multiple_104,he,full,he_translatable_full,claude-opus-5,True,False,False,5,6,1,4,,8866,871,0.066105,17.252366065979004,
multiple_108_he,multiple_108,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,1835,196,0.014075,4.9682676792144775,
multiple_109_he,multiple_109,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8211,743,0.05962999999999999,12.751262426376343,
multiple_110_he,multiple_110,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,791,58,0.005405,1.7716169357299805,
multiple_112_he,multiple_112,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9407,1495,0.08441,27.29537057876587,
multiple_114_he,multiple_114,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9142,1120,0.07371,19.998394012451172,
multiple_115_he,multiple_115,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,10146,1042,0.07678,13.93159294128418,
multiple_118_he,multiple_118,he,full,he_translatable_full,claude-opus-5,True,False,False,3,3,0,2,,3708,393,0.028365,7.870826482772827,
multiple_119_he,multiple_119,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,11418,1372,0.09139,20.131346702575684,
multiple_121_he,multiple_121,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,879,74,0.006245,1.4506936073303223,
multiple_131_he,multiple_131,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,1022,90,0.00736,1.5323116779327393,
multiple_134_he,multiple_134,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,13124,1224,0.09622,23.010337352752686,
multiple_135_he,multiple_135,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9216,1109,0.07380500000000001,21.933879137039185,
multiple_136_he,multiple_136,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7622,1058,0.06456,18.559505939483643,
multiple_137_he,multiple_137,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,12007,1358,0.09398500000000001,22.835930824279785,
multiple_138_he,multiple_138,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10952,1023,0.080335,20.286534070968628,
multiple_139_he,multiple_139,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,13561,1482,0.104855,27.05681824684143,
multiple_140_he,multiple_140,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8356,1005,0.066905,18.973755359649658,
multiple_142_he,multiple_142,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,6961,774,0.054155,14.711430072784424,
multiple_144_he,multiple_144,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,5984,605,0.045045,15.013306617736816,
multiple_145_he,multiple_145,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9788,1110,0.07669000000000001,20.370396375656128,
multiple_146_he,multiple_146,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7298,854,0.05784,12.818640232086182,
multiple_147_he,multiple_147,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8824,1043,0.07019500000000001,14.707199335098267,
multiple_148_he,multiple_148,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,8342,904,0.06431,14.555579423904419,
multiple_149_he,multiple_149,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9823,982,0.073665,14.685673236846924,
multiple_151_he,multiple_151,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8907,927,0.06770999999999999,18.013586044311523,
multiple_152_he,multiple_152,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9880,1044,0.0755,21.745981216430664,
multiple_153_he,multiple_153,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,7721,657,0.05503,15.789929151535034,
multiple_155_he,multiple_155,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8405,923,0.06509999999999999,19.557132720947266,
multiple_156_he,multiple_156,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10418,968,0.07629,20.441736698150635,
multiple_157_he,multiple_157,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,6908,775,0.053915000000000005,16.86574363708496,
multiple_158_he,multiple_158,he,full,he_translatable_full,claude-opus-5,True,False,False,3,3,0,2,,4004,394,0.02987,8.275802850723267,
multiple_160_he,multiple_160,he,full,he_translatable_full,claude-opus-5,True,False,False,5,6,1,4,,9254,742,0.06482,12.713342666625977,
multiple_161_he,multiple_161,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9423,1073,0.07394,20.098437547683716,
multiple_163_he,multiple_163,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9882,1037,0.075335,15.947903633117676,
multiple_164_he,multiple_164,he,full,he_translatable_full,claude-opus-5,False,False,False,5,8,3,5,no_matching_call,16265,1574,0.120675,23.6866672039032,
multiple_165_he,multiple_165,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8147,911,0.06351,18.750330686569214,
multiple_166_he,multiple_166,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10655,1042,0.07932499999999999,22.31385350227356,
multiple_168_he,multiple_168,he,full,he_translatable_full,claude-opus-5,False,False,False,5,8,3,5,no_matching_call,14190,1795,0.115825,36.71147680282593,
multiple_170_he,multiple_170,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,11879,1166,0.088545,23.293997764587402,
multiple_171_he,multiple_171,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,722,91,0.005885,1.713916540145874,
multiple_172_he,multiple_172,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,12270,958,0.0853,15.76530385017395,
multiple_174_he,multiple_174,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,8777,794,0.063735,14.185219049453735,
multiple_175_he,multiple_175,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9738,710,0.06644,12.398560047149658,
multiple_176_he,multiple_176,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,14118,1070,0.09734,16.395758628845215,
multiple_177_he,multiple_177,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8164,831,0.061595,13.850100994110107,
multiple_178_he,multiple_178,he,full,he_translatable_full,claude-opus-5,True,False,False,4,4,0,3,,6808,871,0.055815000000000003,11.330530405044556,
multiple_180_he,multiple_180,he,full,he_translatable_full,claude-opus-5,True,False,False,2,2,0,1,,2366,261,0.018355,3.6197943687438965,
multiple_181_he,multiple_181,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9581,767,0.06708,13.234541177749634,
multiple_182_he,multiple_182,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,1269,83,0.00842,1.5285146236419678,
multiple_183_he,multiple_183,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8506,926,0.06568,13.15554928779602,
multiple_184_he,multiple_184,he,full,he_translatable_full,claude-opus-5,False,False,False,5,8,3,5,no_matching_call,12483,1155,0.09129,25.732076168060303,
multiple_185_he,multiple_185,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,9940,1112,0.07749999999999999,17.176891803741455,
multiple_186_he,multiple_186,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,8121,1074,0.067455,15.72506856918335,
multiple_187_he,multiple_187,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9671,968,0.07255500000000001,14.610257863998413,
multiple_188_he,multiple_188,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,10276,1162,0.08043,21.143701553344727,
multiple_189_he,multiple_189,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,743,110,0.006465,1.6146090030670166,
multiple_190_he,multiple_190,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9032,1145,0.07378499999999999,14.16004228591919,
multiple_191_he,multiple_191,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,11963,1496,0.097215,21.873939037322998,
multiple_193_he,multiple_193,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,9827,1186,0.07878500000000001,17.018254280090332,
multiple_194_he,multiple_194,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,11793,1027,0.08463999999999999,20.416648626327515,
multiple_196_he,multiple_196,he,full,he_translatable_full,claude-opus-5,False,False,False,5,6,1,5,no_matching_call,10185,998,0.075875,20.410956144332886,
multiple_197_he,multiple_197,he,full,he_translatable_full,claude-opus-5,True,True,False,1,1,0,0,,1180,58,0.007350000000000001,2.0135815143585205,
multiple_199_he,multiple_199,he,full,he_translatable_full,claude-opus-5,False,False,False,5,7,2,5,no_matching_call,10435,1249,0.0834,19.461393117904663,
